Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::CwiseUnaryOp<Eigen::internal::scalar_exp_op<float>, Eigen::ArrayWrapper<Eigen::CwiseBinaryOp<Eigen::internal::scalar_difference_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1> const> > const> >, Eigen::internal::assign_op<float, float>, 0>::assignCoeffByOuterInner(long, long)
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Array<float, 1, -1, 1, 1, -1>, -1, 1> >, Eigen::internal::div_assign_op<float, float>, 0>::assignCoeff(long, long)
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Array<float, 1, -1, 1, 1, -1>, -1, 1> >, Eigen::internal::div_assign_op<float, float>, 0>::colIndexByOuterInner(long, long)
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Array<float, 1, -1, 1, 1, -1>, -1, 1> >, Eigen::internal::div_assign_op<float, float>, 0>::rowIndexByOuterInner(long, long)
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Array<float, 1, -1, 1, 1, -1>, -1, 1> >, Eigen::internal::div_assign_op<float, float>, 0>::assignCoeffByOuterInner(long, long)
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::div_assign_op<float, float>::assignCoeff(float&, float const&) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::scalar_exp_op<float>::operator()(float const&) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::unary_evaluator<Eigen::CwiseUnaryOp<Eigen::internal::scalar_exp_op<float>, Eigen::ArrayWrapper<Eigen::CwiseBinaryOp<Eigen::internal::scalar_difference_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1> const> > const>, Eigen::internal::IndexBased, float>::coeff(long, long) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::unary_evaluator<Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1>, Eigen::internal::IndexBased, float>::coeff(long, long) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::unary_evaluator<Eigen::Replicate<Eigen::Array<float, 1, -1, 1, 1, -1>, -1, 1>, Eigen::internal::IndexBased, float>::coeff(long, long) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::binary_evaluator<Eigen::CwiseBinaryOp<Eigen::internal::scalar_difference_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1> const>, Eigen::internal::IndexBased, Eigen::internal::IndexBased, float, float>::coeff(long, long) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::coeff(long, long) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::colStride() const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::rowStride() const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::visitor_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::rows() const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::visitor_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::coeff(long, long) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::scalar_difference_op<float, float>::operator()(float const&, float const&) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::evaluator_wrapper_base<Eigen::ArrayWrapper<Eigen::CwiseBinaryOp<Eigen::internal::scalar_difference_op<float, float>, Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::Replicate<Eigen::PartialReduxExpr<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, Eigen::internal::member_maxCoeff<float>, 0>, -1, 1> const> > >::coeff(long, long) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Array<float, 1, -1, 1, 1, -1> > >::coeff(long, long) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, 1, -1, 1, 1, -1> > >::coeff(long, long) const
  0.00      3.86     0.00     1000     0.00     0.00  Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::coeff(long, long) const
  0.00      3.86     0.00     1000     0.00     0.00  std::exp(float)
  0.00      3.86     0.00      900     0.00     0.00  Eigen::internal::max_coeff_visitor<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::operator()(float const&, long, long)
  0.00      3.86     0.00      700     0.00     0.00  Eigen::EigenBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::cols() const
  0.00      3.86     0.00      700     0.00     0.00  Eigen::EigenBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::rows() const
  0.00      3.86     0.00      500     0.00     0.00  Eigen::MatrixBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::MatrixBase()
  0.00      3.86     0.00      500     0.00     0.00  Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>::Block(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&, long)
  0.00      3.86     0.00      500     0.00     0.00  Eigen::MapBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, 0>::MapBase(float const*, long, long)
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::evaluator_base<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::evaluator_base()
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::evaluator_base<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::~evaluator_base()
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::BlockImpl_dense<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true, true>::init()
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::BlockImpl_dense<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true, true>::BlockImpl_dense(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&, long)
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::block_evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true, true>::block_evaluator(Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> const&)
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::block_evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true, true>::~block_evaluator()
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::mapbase_evaluator(Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> const&)
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::~mapbase_evaluator()
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::evaluator(Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> const&)
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::~evaluator()
  0.00      3.86     0.00      500     0.00     0.00  Eigen::BlockImpl<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true, Eigen::Dense>::BlockImpl(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&, long)
  0.00      3.86     0.00      500     0.00     0.00  Eigen::DenseBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::DenseBase()
  0.00      3.86     0.00      500     0.00     0.00  void Eigen::MapBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, 0>::checkSanity<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >(Eigen::internal::enable_if<Eigen::internal::traits<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::Alignment==(0), void*>::type) const
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::BlockImpl_dense<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true, true>::innerStride() const
  0.00      3.86     0.00      500     0.00     0.00  Eigen::internal::BlockImpl_dense<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true, true>::outerStride() const
  0.00      3.86     0.00      500     0.00     0.00  Eigen::DenseBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::col(long) const
  0.00      3.86     0.00      500     0.00     0.00  Eigen::EigenBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::size() const
  0.00      3.86     0.00      482     0.00     0.00  Eigen::internal::aligned_free(void*)
  0.00      3.86     0.00      477     0.00     0.00  void Eigen::internal::conditional_aligned_free<true>(void*)
  0.00      3.86     0.00      477     0.00     0.00  void Eigen::internal::conditional_aligned_delete_auto<float, true>(float*, unsigned long)
  0.00      3.86     0.00      404     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      3.86     0.00      404     0.00     0.00  std::allocator<int>::~allocator()
  0.00      3.86     0.00      404     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      3.86     0.00      402     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00      3.86     0.00      402     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.00      3.86     0.00      400     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      3.86     0.00      400     0.00     0.00  Eigen::internal::redux_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::coeff(long) const
  0.00      3.86     0.00      400     0.00     0.00  float __vector(4) Eigen::internal::redux_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >::packet<0, float __vector(4)>(long) const
  0.00      3.86     0.00      400     0.00     0.00  Eigen::internal::mapbase_evaluator<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true>, Eigen::Matrix<float, -1, 1, 0, -1, 1> >::coeff(long) const
  0.00      3.86     0.00      400     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  0.00      3.86     0.00      400     0.00     0.00  std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&)
  0.00      3.86     0.00      400     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      3.86     0.00      400     0.00     0.00  int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      3.86     0.00      233     0.00     0.00  Eigen::internal::aligned_malloc(unsigned long)
  0.00      3.86     0.00      233     0.00     0.00  Eigen::internal::check_that_malloc_is_allowed()
  0.00      3.86     0.00      232     0.00     0.00  void* Eigen::internal::conditional_aligned_malloc<true>(unsigned long)
  0.00      3.86     0.00      232     0.00     0.00  float* Eigen::internal::conditional_aligned_new_auto<float, true>(unsigned long)
  0.00      3.86     0.00      214     0.00     0.00  Eigen::internal::assign_op<float, float>::assign_op()
  0.00      3.86     0.00      210     0.00     0.00  Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::cols() const
  0.00      3.86     0.00      208     0.00     0.00  Eigen::MatrixBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> >::MatrixBase()
  0.00      3.86     0.00      208     0.00     0.00  Eigen::DenseStorage<float, -1, -1, 1, 0>::resize(long, long, long)
  0.00      3.86     0.00      208     0.00     0.00  Eigen::DenseStorage<float, -1, -1, 1, 0>::DenseStorage()
  0.00      3.86     0.00      208     0.00     0.00  Eigen::DenseStorage<float, -1, -1, 1, 0>::~DenseStorage()
  0.00      3.86     0.00      208     0.00     0.00  Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> >::_check_template_params()
  0.00      3.86     0.00      208     0.00     0.00  Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> >::~PlainObjectBase()
  0.00      3.86     0.00      208     0.00     0.00  Eigen::Matrix<float, -1, 1, 0, -1, 1>::~Matrix()
  0.00      3.86     0.00      208     0.00     0.00  Eigen::DenseBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> >::DenseBase()
  0.00      3.86     0.00      206     0.00     0.00  Eigen::EigenBase<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::cols() const
  0.00      3.86     0.00      202     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      3.86     0.00      202     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      3.86     0.00      202     0.00     0.00  Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >, Eigen::internal::evaluator<Eigen::Replicate<Eigen::Matrix<float, -1, 1, 0, -1, 1>, 1, -1> >, Eigen::internal::add_assign_op<float, float>, 0>::outerSize() const
  0.00      3.86     0.00      202     0.00     0.00  Eigen::DenseBase<Eigen::ArrayWrapper<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::outerSize() const
  0.00      3.86     0.00      202     0.00     0.00  Eigen::DenseBase<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::outerSize() const
  0.00      3.86     0.00      202     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      3.86     0.00      202     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      3.86     0.00      202     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      3.86     0.00      202     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&)
  0.00      3.86     0.00      202     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()
  0.00      3.86     0.00      202     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long)
  0.00      3.86     0.00      202     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long)
  0.00      3.86     0.00      202     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&)
  0.00      3.86     0.00      202     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00      3.86     0.00      202     0.00     0.00  std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  0.00      3.86     0.00      202     0.00     0.00  std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      3.86     0.00      202     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  0.00      3.86     0.00      202     0.00     0.00  int* std::__niter_base<int*>(int*)
  0.00      3.86     0.00      202     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      3.86     0.00      202     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      3.86     0.00      200     0.00     0.00  void Eigen::PlainObjectBase<Eigen::Matrix<float, -1, 1, 0, -1, 1> >::resizeLike<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> >(Eigen::EigenBase<Eigen::Block<Eigen::Matrix<float, -1, -1, 0, -1, -1> const, -1, 1, true> > const&)
